European Nucleotide Archive ID	RNAcentral ID
KC983143	
KC983144	
KC983145	
KC983146	
KC983147	
KC983148	
KC983152	
KC983153	
KC983154	
KC983155	
KC983156	
KC983158	
KC983159	
KC983160	
KC983162	
KC983164	
KC983166	
KC983168	
KC983169	
KC983170	
KC983171	
KC983174	
KC983175	
KC983176	
KC983177	
KC983179	
KC983180	
KC983182	
KC983183	
KC983184	
KC983186	
KC983188	
KC983189	
KC983190	
KC983191	
KC983192	
KC983193	
KC983194	
KC983196	
KC983197	
KC983198	
KC983200	
KC983201	
KC983202	
KC983203	
KC983204	
KC983208	
KC983209	
KC983210	
KC983212	
KC983213	
KC983214	
KC983216	
KC983217	
KC983220	
KC983222	
KC983223	
KC983224	
KC983226	
KC983227	
KC983228	
KC983229	
KC983230	
KC983232	
KC983234	
KC983235	
KC983238	
KC983240	
KC983241	
KC983242	
KC983244	
KC983246	
KC983248	
KC983250	
KC983251	
KC983252	
KC983254	
KC983256	
KC983257	
KC983260	
KC983261	
KC983266	
KC983267	
KC983268	
KC983270	
KC983271	
KC983272	
KC983273	
KC983274	
KC983276	
KC983278	
KC983280	
KC983282	
KC983284	
KC983285	
KC983286	
KC983287	
KC983288	
KC983289	
KC983290	
KC983291	
KC983292	
KC983294	
KC983296	
KC983297	
KC983298	
KC983300	
KC983302	
KC983304	
KC983305	
KC983306	
KC983307	
KC983308	
KC983310	
KC983312	
KC983314	
KC983315	
KC983316	
KC983318	
KC983320	
KC983324	
KC983325	
KC983326	
KC983328	
KC983330	
KC983332	
KC983333	
KC983334	
KC983336	
KC983338	
KC983339	
KC983340	
KC983342	
KC983343	
KC983344	
KC983346	
KC983347	
KC983348	
KC983350	
KC983352	
KC983354	
KC983356	
KC983357	
KC983358	
KC983359	
KC983360	
KC983362	
KC983364	
KC983366	
KC983367	
KC983370	
KC983372	
KC983374	
KC983376	
KC983377	
KC983380	
KC983382	
KC983383	
KC983384	
KC983386	
KC983388	
KC983390	
KC983391	
KC983392	
KC983396	
KC983397	
KC983398	
KC983400	
KC983402	
KC983403	
KC983404	
KC983406	
KC983407	
KC983408	
KC983409	
KC983410	
KC983412	
KC983414	
KC983416	
KC983418	
KC983419	
KC983420	
KC983421	
KC983422	
KC983423	
KC983424	
KC983428	
KC983429	
KC983430	
KC983434	
KC983436	
KC983438	
KC983440	
KC983442	
KC983444	
KC983445	
KC983446	
KC983448	
KC983449	
KC983450	
KC983451	
KC983452	
KC983454	
KC983455	
KC983456	
KC983458	
KC983459	
KC983460	
KC983462	
KC983464	
KC983466	
KC983468	
KC983469	
KC983470	
KC983471	
KC983472	
KC983474	
KC983475	
KC983476	
KC983477	
KC983478	
KC983479	
KC983480	
KC983481	
KC983482	
KC983483	
KC983484	
KC983486	
KC983487	
KC983490	
KC983492	
KC983494	
KC983495	
KC983496	
KC983500	
KC983502	
KC983504	
KC983505	
KC983506	
KC983508	
KC983509	
KC983510	
KC983514	
KC983515	
KC983516	
KC983517	
KC983518	
KC983519	
KC983520	
KC983521	
KC983524	
KC983525	
KC983530	
KC983532	
KC983534	
KC983536	
KC983537	
KC983540	
KC983541	
KC983542	
KC983544	
KC983546	
KC983552	
KC983553	
KC983556	
KC983557	
KC983558	
KC983559	
KC983560	
KC983562	
KC983564	
KC983566	
KC983568	
KC983569	
KC983570	
KC983572	
KC983574	
KC983576	
KC983578	
KC983579	
KC983580	
KC983582	
KC983583	
KC983586	
KC983587	
KC983588	
KC983590	
KC983591	
KC983592	
KC983594	
KC983595	
KC983596	
KC983597	
KC983598	
KC983600	
KC983602	
KC983604	
KC983606	
KC983608	
KC983609	
KC983610	
KC983611	
KC983612	
KC983613	
KC983614	
KC983615	
KC983616	
KC983618	
KC983619	
KC983620	
KC983622	
KC983624	
KC983626	
KC983627	
KC983628	
KC983629	
KC983630	
KC983631	
KC983632	
KC983634	
KC983635	
KC983636	
KC983637	
KC983638	
KC983640	
KC983644	
KC983645	
KC983646	
KC983647	
KC983650	
KC983651	
KC983652	
KC983653	
KC983654	
KC983655	
KC983656	
KC983660	
KC983661	
KC983664	
KC983666	
KC983667	
KC983668	
KC983670	
KC983671	
KC983672	
KC983673	
KC983674	
KC983675	
KC983676	
KC983677	
KC983678	
KC983680	
KC983681	
KC983682	
KC983684	
KC983685	
KC983688	
KC983690	
KC983692	
KC983694	
KC983695	
KC983696	
KC983697	
KC983700	
KC983701	
KC983702	
KC983703	
KC983704	
KC983706	
KC983708	
KC983710	
KC983711	
KC983712	
KC983714	
KC983715	
KC983716	
KC983718	
KC983720	
KC983721	
KC983722	
KC983724	
KC983725	
KC983726	
KC983727	
KC983728	
KC983729	
KC983730	
KC983731	
KC983734	
KC983736	
KC983737	
KC983738	
KC983739	
KC983742	
KC983743	
KC983744	
KC983745	
KC983748	
KC983749	
KC983750	
KC983751	
KC983752	
KC983754	
KC983755	
KC983756	
KC983758	
KC983759	
KC983760	
KC983761	
KC983762	
KC983763	
KC983766	
KC983768	
KC983769	
KC983770	
KC983772	
KC983773	
KC983774	
KC983775	
KC983776	
KC983777	
KC983778	
KC983780	
KC983782	
KC983784	
KC983785	
KC983786	
KC983788	
KC983790	
KC983791	
KC983792	
KC983793	
KC983794	
KC983795	
KC983796	
KC983798	
KC983800	
KC983801	
KC983802	
KC983804	
KC983805	
KC983806	
KC983810	
KC983811	
KC983812	
KC983813	
KC983814	
KC983816	
KC983817	
KC983820	
KC983821	
KC983822	
KC983824	
KC983825	
KC983826	
KC983827	
KC983828	
KC983830	
KC983832	
KC983833	
KC983834	
KC983835	
KC983836	
KC983837	
KC983840	
KC983841	
KC983844	
KC983846	
KC983850	
KC983851	
KC983852	
KC983853	
KC983854	
KC983855	
KC983858	
KC983859	
KC983860	
KC983861	
KC983862	
KC983864	
KC983866	
KC983867	
KC983868	
KC983869	
KC983870	
KC983876	
KC983877	
KC983878	
KC983879	
KC983880	
KC983882	
KC983883	
KC983884	
KC983885	
KC983886	
KC983887	
KC983888	
KC983890	
KC983892	
KC983893	
KC983894	
KC983895	
KC983896	
KC983898	
KC983900	
KC983901	
KC983902	
KC983904	
KC983906	
KC983908	
KC983909	
KC983910	
KC983912	
KC983913	
KC983914	
KC983915	
KC983916	
KC983917	
KC983918	
KC983919	
KC983922	
KC983923	
KC983924	
KC983925	
KC983926	
KC983928	
KC983930	
KC983931	
KC983932	
KC983934	
KC983936	
KC983938	
KC983940	
KC983942	
KC983944	
KC983945	
KC983946	
KC983947	
KC983948	
KC983950	
KC983952	
KC983953	
KC983954	
KC983958	
KC983960	
KC983961	
KC983962	
KC983963	
KC983964	
KC983965	
KC983966	
KC983967	
KC983968	
KC983970	
KC983972	
KC983973	
KC983976	
KC983977	
KC983978	
KC983979	
KC983980	
KC983982	
KC983984	
KC983986	
KC983988	
KC983990	
KC983992	
KC983993	
KC983994	
KC983995	
KC983996	
KC983997	
KC983998	
KC983999	
KC984000	
KC984001	
KC984002	
KC984003	
KC984004	
KC984006	
KC984010	
KC984011	
KC984014	
KC984015	
KC984016	
KC984017	
KC984020	
KC984022	
KC984023	
KC984024	
KC984026	
KC984027	
KC984028	
KC984030	
KC984031	
KC984032	
KC984034	
KC984036	
KC984037	
KC984038	
KC984039	
KC984040	
KC984041	
KC984042	
KC984043	
KC984044	
KC984045	
KC984048	
KC984049	
KC984052	
KC984053	
KC984054	
KC984056	
KC984058	
KC984060	
KC984061	
KC984062	
KC984064	
KC984065	
KC984066	
KC984068	
KC984069	
KC984070	
KC984072	
KC984073	
KC984074	
KC984075	
KC984076	
KC984078	
KC984079	
KC984080	
KC984082	
KC984084	
KC984085	
KC984086	
KC984090	
KC984091	
KC984092	
KC984093	
KC984094	
KC984096	
KC984097	
KC984098	
KC984100	
KC984101	
KC984102	
KC984103	
KC984104	
KC984105	
KC984106	
KC984107	
KC984108	
KC984110	
KC984111	
KC984112	
KC984113	
KC984114	
KC984115	
KC984116	
KC984117	
KC984118	
KC984119	
KC984120	
KC984122	
KC984124	
KC984125	
KC984126	
KC984127	
KC984128	
KC984129	
KC984132	
KC984134	
KC984136	
KC984138	
KC984140	
KC984142	
KC984144	
KC984145	
KC984146	
KC984150	
KC984151	
KC984152	
KC984154	
KC984155	
KC984156	
KC984157	
KC984158	
KC984159	
KC984162	
KC984163	
KC984164	
KC984165	
KC984168	
KC984169	
KC984174	
KC984175	
KC984176	
KC984178	
KC984180	
KC984182	
KC984184	
KC984185	
KC984186	
KC984188	
KC984190	
KC984191	
KC984192	
KC984193	
KT863241	
KT863242	
KT863243	
KT863244	
KT863245	
KT863246	
KT863247	
KT863248	
KT863250	
KT863252	
KT863254	
KT863255	
KT863258	
KT863259	
KT863262	
KT863264	
KT863265	
KT863266	
KT863267	
KT863268	
KT863271	
KT863272	
KT863273	
KT863274	
KT863275	
KT863277	
KT863282	
KT863286	
KT863288	
KT863289	
KT863292	
KT863294	
KT863296	
KT863298	
KT863300	
KT863301	
KT863304	
KT863306	
KT863307	
KT863309	
KT863312	
KT863313	
KT863316	
KT863319	
KT863321	
KT863322	
KT863323	
KT863324	
KT863325	
KT863326	
KT863328	
KT863329	
KT863330	
KT863331	
KT863333	
KT863334	
KT863335	
KT863336	
KT863337	
KT863338	
KT863342	
KT863343	
KT863345	
KT863346	
KT863347	
KT863348	
KT863350	
KT863352	
KT863353	
KT863361	
KT863362	
KT863363	
KT863365	
KT863367	
KT863369	
KT863370	
KT863371	
KT863372	
KT863373	
KT863376	
KT863379	
KT863381	
KT863383	
KT863384	
KT863386	
KT863387	
KT863389	
KT863390	
KT863392	
KT863394	
KT863395	
KT863396	
KT863398	
KT863400	
KT863401	
KT863402	
KT863403	
KT863405	
KT863406	
KT863407	
KT863408	
KT863409	
KT863410	
KT863411	
KT863412	
KT863413	
KT863415	
KT863417	
KT863418	
KT863420	
KT863421	
KT863423	
KT863425	
KT863426	
AB241544	
AB241550	
AB241551	
AK024232	
AB598378	
AB598380	
Z29677	
D78132	
AF148645	
AF493921	
AK125446	
BT006958	
BC016155	
BC107705	
KF459588	
U47634	
AF427491	
AK122757	
AK292219	
BC000748	
BC003021	
FJ434405	
AF087904	
BT007268	
BC010006	
BC015534	
BC021263	
AL833898	
X52011	
CR407641	
CR541763	
AK313287	
BC017834	
X14894	
BC069373	
U27313	
AJ251830	
AY157578	
AF317550	
AK097958	
AK074585	
AK075082	
AK314526	
AL355362	
AL023582	
BC010163	
AL356362	
AL160000	
BC012093	
BC127113	
BC127114	
AB007885	
M87312	
L19268	
L19266	
L08835	
L00727	
S72883	
HQ205626	
HQ205627	
HQ205628	
HQ205629	
HQ205630	
HQ205631	
HQ205632	
HQ205633	
HQ205634	
HQ205635	
HQ205636	
HQ205637	
HQ205638	
HQ205639	
HQ205640	
HQ205641	
HQ205642	
HQ205643	
HQ205644	
HQ205645	
HQ205646	
HQ205647	
HQ205648	
HQ205649	
HQ205650	
HQ205651	
HQ205652	
HQ205653	
HQ205654	
HQ205655	
HQ205656	
HQ205657	
HQ205658	
HQ205659	
HQ205660	
HQ205661	
HQ205662	
HQ205663	
HQ205664	
HQ205665	
KJ534827	
BC062553	
M94203	
U46546	
AF045581	
D88812	
D87462	
AK292608	
BC001596	
AY130008	
AB002534	
X58199	
AF486420	
AF486421	
AF486422	
AF486423	
AK291007	
AK297250	
AK309773	
AB209227	
AB593080	
AC007395	
BC041666	
BC051882	
BC056881	
BC065525	
U43959	
S81079	
S81077	
AF114834	
AK057034	
AK303397	
AK316468	
AK222579	
AL833959	
BC000745	
AF087693	
AF173081	
CR407680	
AK315321	
BC099921	
BC118609	
BC122561	
AF028826	
AC068798	
AC025568	
AC078886	
KF495781	
AB252196	
AL031433	
AL391240	
AL031003	
AB033070	
AF413080	
BC014227	
BC033191	
AC078920	
AC078955	
AC134506	
AF189269	
AF189270	
BC069109	
AY541030	
BC039536	
AL391669	
AF117616	
AF411610	
AY427823	
BC008205	
BC010290	
BC093037	
	URS0000EAD1FE
AK096429	
BC139723	
AF201925	
AF087858	
AF151864	
AF153607	
AF111112	
AF112203	
AK312170	
BC000007	
BC007268	
BC008307	
BC008866	
BC013733	
BC013748	
BC078182	
AK025616	
AK074938	
BC009317	
BC015769	
AJ242859	
BC022278	
	URS0000EA5573
AC006208	
AY014283	
BC022002	
HM005574	
AK307584	
AL591375	
AB037778	
BC045181	
AL590617	
AL590611	
AC011530	
Y17791	
BT007035	
BC006336	
AB593145	
AB025580	
AJ249976	
AF087875	
AK001887	
BT007127	
AC006358	
AC006966	
AC093583	
BC020540	
BC068598	
AC074257	
KF510996	
AL121834	
AK300672	
GQ900975	
AB029496	
AK024425	
BC098104	
BC098137	
BC099724	
U10362	
AK222609	
BC017263	
GQ900921	
L19267	
AC011530	URS0000EA86BD
X07897	
M37984	
AF020769	
BC030244	
GU324920	
AK313743	
CR541865	
CR541885	
	URS0000E96119
AC011530	URS0000EB41C4
AC004865	
AY163234	
AF275679	
AF289597	
AL445211	
BC001858	
BC007645	
BC014530	
BC031672	
AL834315	
AK024287	
AK090878	
AB058740	
	URS0000E9C29E
AC006358	URS0000EB4136
AC006966	URS0000EB4136
AC093583	URS0000EB4136
AC074257	URS0000EB4136
KF510996	URS0000EB4136
AY987041	
AF037194	
AF037195	
AF493936	
AK123382	
BC014094	
M25809	
AK291121	
AK313194	
AK223151	
BC063411	
BC146884	
DQ904331	
AC007040	
AK302428	
AK316252	
AC004865	URS0000E91C75
AL356362	URS0000E91C75
AL445211	URS0000E91C75
AC092301	
AC004865	URS0000E93DA8
AL356362	URS0000E93DA8
AL445211	URS0000E93DA8
AL136761	
AK223347	
BC057785	
	URS00008C25C9
AC145098	
L13258	
AK298299	
AF082516	
AB023192	
AK291398	
AL117432	
BC038102	
BC054494	
BC056900	
AF058290	
AC006017	
AF440400	
AF440404	
AC099345	
BC022021	
AK093479	
BC035234	
AC090063	
BC132952	
BC132954	
KF459600	
AK000193	
AK095051	
AK096485	
AK131370	
AK295880	
AK296410	
AK303510	
BC015482	
BC105592	
AB018739	
AB018740	
AB027514	
BC024592	
AB011179	
M17466	
M17464	
M17465	
AF538691	
M31315	
M11723	
M13147	
U71274	
AY358783	
BC020251	
BC128461	
BC128462	
AY326454	
AL157951	
BC041175	
Y12434	
AK025287	
AK026056	
AK124934	
BC059377	
AK315352	
BC009263	
AL354864	
D26599	
CR456862	
BT007137	
AL357035	
BC101836	
BC105126	
BC107901	
HM005465	
AK296097	
AK096303	
AK096466	
BC026909	
AC007881	
AJ242910	
AK001812	
AK297224	
CR457271	
AK222645	
BC001029	
BC005371	
Y10931	
AB209024	
U88726	
BC006536	
BC006567	
BC030214	
U49240	
DB328640	
AC112215	
AJ275213	
AB052956	
AB052957	
D87433	
BC150250	
AC008623	
GQ901027	
AC005631	
AY024361	
AF264750	
AC104692	
AB040939	
AK022687	
AK075113	
AL833924	
AC006474	
L12141	
AF176114	
AF176113	
BT006720	
AK223473	
EU275778	
BC016024	
L16862	
AF040751	
AF040752	
BC009277	
U00686	
AY278022	
AK223622	
BC005834	
BC038222	
BC039002	
BC078181	
AL080159	
BC044311	
BC042883	
BC117484	
BC117486	
AK022644	
AK298932	
BC000700	
AL713678	
	URS0000EAD5FF
AC133919	
U70477	
AF083898	
AC006540	
AC011545	
AF364547	
BC020825	
AF050079	
AF050078	
AF050068	
AF050069	
AF050070	
AF050071	
AF050072	
AF050073	
AF050074	
AF050075	
AF050076	
AF050077	
AK315261	
AK297857	
BC104785	
BC112121	
BC004261	
BC021240	
BC024233	
BC033649	
GQ375050	
AC007785	
AF035587	
AC003109	
Y08837	
Y17033	
AF520762	
AK313607	
BC042137	
GQ901032	
AF131781	
AK022504	
AK023995	
BC014550	
AF076483	
AF242517	
AY358936	
BC096154	
BC096155	
BC096156	
BC096157	
BC101845	
BC101847	
AY672114	
GQ891399	
X98494	
BC126389	
AC112215	URS0000EB3BB1
BC017996	
AY672112	
AY358692	
AB032981	
AF023453	
AF086920	
AK294292	
AK315534	
AC072057	
AC092180	
BC015207	
BC008682	
AL590308	
AL591033	
BC012764	
BC021211	
DB263697	
AF251052	
AL832307	
AL831900	
AY672113	
AY358434	
AM690991	
AF274347	
AF274348	
BC107033	
AM690992	
D17530	
U00802	
AK314645	
AL110225	
BC000283	
BC007281	
BC007567	
BC114553	
	URS0000EAE3F0
AY672111	
AY359013	
AC006262	
AC104084	
AC007878	
AC096569	
AC109343	
AF297866	
BC038991	
BC062215	
BC113116	
BC115025	
BC137279	
BC140789	
	URS0000E98DD4
	URS0000EBEEE7
AC007193	
AF116682	
AF161398	
BC014953	
AB033496	
AB033492	
AL031772	
BC070068	
AB046787	
AL359186	
BC152450	
D83032	
AF273049	
AF534078	
BX537425	
CR749322	
BC024000	
BC064530	
BC083513	
BC143728	
AB085905	
AL832322	
AL834248	
AL831988	
BX647633	
AL592434	
AL158850	
BC115383	
BC115384	
U65093	
AF129290	
AF109161	
AL592429	
BC004377	
HM015589	
AF062319	
AF062323	
AF062341	
AF062342	
AF062322	
AF062326	
AF062328	
AF062338	
AF062324	
AF062327	
AF062329	
AF062330	
AF062331	
AF062333	
AF062334	
AF062335	
AF062336	
AF062339	
AF062340	
AF062343	
AF062317	
AF062325	
AF062332	
AF062344	
AF062321	
AF062320	
AF062337	
AF062318	
AB002382	
AK292554	
AY505564	
BC075795	
AB054067	
AF463492	
AB118749	
AB295039	
AK021653	
AK024095	
AK027725	
AK297828	
BC026308	
BC080551	
AL139286	
L35240	
AF345904	
AF345905	
AF345906	
AF265209	
BC001093	
BC014521	
BC067806	
BC084575	
	URS0000EA64E3
AF093097	
BC063275	
M73482	
GU727635	
AL589674	
AL138787	
AL033522	
LT990269	
AK022827	
BC025769	
AF271994	
AF060225	
AF151062	
AL136684	
AK000051	
AK301376	
CR457207	
BC005937	
BC006989	
BC022536	
KF458307	
AC006019	
AC024239	
AC024730	
AC073336	
AC005588	
AC007129	
AC099341	
AC104594	
AC142230	
AEKP01160869	
BC035912	
M96859	
M96860	
BT007275	
X89416	
U25174	
BC001970	
X92121	
AF034799	
AK123372	
AK126971	
AK294505	
AK296380	
AK299853	
AC011316	
AC069228	
AC079363	
AC079408	
BC104912	
BC143485	
	URS0000EA6315
AF054910	
AB033823	
BC035620	
AJ313333	
AJ427295	
AF212236	
AK000453	
CR457237	
AK223037	
BC014169	
AK074129	
M60832	
AL136609	
BC025243	
KC130914	
KC130915	
KC130917	
AC024584	
AL834344	
BC026026	
BC032508	
BC051688	
AK001643	
AK290218	
AC011484	
AK124720	
AB033009	
AJ224335	
AF041432	
AY007139	
AK315610	
AC114484	
BC007662	
AK123044	
AK123600	
AK307417	
BX538201	
BX640616	
AC093726	
U80735	
BC008328	
BC033781	
AF195417	
AK001255	
AK027768	
AK315491	
BC015476	
AL137455	
BX641072	
AC083811	
AC083810	
AC138062	
AF213377	
AF161477	
BC020647	
AK001156	
AF216967	
AB183546	
AB183547	
AB183548	
AB183549	
BX640971	
BX640873	
AL033377	
AL360007	
BC075798	
AK027843	
AK075087	
AY181244	
AY426673	
J04046	
X52606	
X52607	
X52608	
BT006855	
BC005137	
	URS0000EA47D6
L29016	
D25418	
D29634	
D38127	
AY242134	
BC075814	
AC089998	
BC029120	
AK026442	
X81411	
X81412	
AF498985	
BC112021	
CH471149	
CH236962	
AK094255	
KF570265	
AF188179	
AF493875	
BC095514	
AB033013	
AK001212	
AK095939	
BC027334	
BC106053	
AF218002	
AL136547	
CR457254	
BC016161	
BI603646	
AF197569	
AF225870	
AF225871	
AF225872	
AF177387	
AY281068	
BC115009	
BC115010	
BC115011	
BC129934	
BC129935	
AK056541	
AC139795	
M60119	
X65644	
AF153836	
AL023584	
M61744	
U96876	
AY112745	
BT007227	
AK291675	
DN996424	
AC144652	
AC231970	
BC001880	
AB065734	
AF399532	
BC110819	
AB065737	
AP003401	
BC151147	
AF399609	
BK004291	
KP290300	
AC145098	URS0000EB4EF9
AC139795	URS0000EB4EF9
AK074634	
AK315285	
AL834509	
BC093852	
BC093854	
AC079595	
AC090667	
AC090680	
AC091214	
AC117375	
AB065733	
AF399531	
BK004292	
KP290255	
AC104446	
CH236954	
L12701	
L12700	
AC008060	
BC104970	
BC104972	
J03066	
AB065859	
BC140718	
KP290525	
BC001123	
X90872	
AF441399	
AP004247	
AB065736	
AF399557	
BK004297	
AC104446	URS0000EA40B0
AC112215	URS0000EA40B0
AL023581	
AL136116	
AL391726	
AL450335	
KF458306	
AC104446	URS0000EBB5F6
AC112215	URS0000EBB5F6
AC009403	
BC105732	
BC105733	
BC105734	
BC107598	
AB065493	
BK004299	
AC104446	URS0000EAECFB
AC112215	URS0000EAECFB
AB065735	
BC140731	
BK004298	
AC104446	URS0000EA3B97
AC112215	URS0000EA3B97
KF458643	
AF153605	
AF151861	
AK001347	
BX538067	
BX640703	
AK298533	
BC025278	
AB065850	
AY358251	
AP000435	
BC132848	
BC132850	
BK004490	
AL591845	
AF117756	
BC037554	
BC112330	
BC112350	
AJ005382	
AB028600	
AF142675	
AY358578	
AK023506	
BC007317	
BC062983	
BC072403	
AL360074	
AB065849	
BK004491	
KP290291	
AC139795	URS0000E9E92B
AC139795	URS0000EB7FB5
AB065545	
BK004506	
KP290224	
AB065852	
BC136922	
BC136923	
AF399636	
BK004505	
AB065851	
BC136947	
BC136948	
AF399637	
BK004507	
AF191018	
AY825265	
AK027514	
AK027516	
AK315484	
BC001024	
AK126201	
BX538182	
AL031320	
BC037955	
AF265577	
AK022853	
AK291207	
AK294945	
AC018922	
AC128657	
BC070040	
KF455682	
KF455685	
KF455694	
AP003557	
AK297634	
	URS00008C0EE5
AC078834	
AC092460	
BC011923	
BC093947	
BC093949	
AL137724	
AP001350	
AK001509	
BC071697	
BC006241	
AF309082	
AK074673	
AK095884	
AK300339	
AC008635	
KC877745	
AL050147	
AF151021	
AJ001625	
AJ131389	
AJ009866	
AJ009867	
AJ009868	
AJ009869	
AJ009870	
AJ009871	
AJ009872	
AJ009873	
AJ009874	
AB035307	
AY277600	
CR542062	
BC014551	
BC015506	
AF062075	
AK300955	
AK313306	
CR536531	
AK223165	
BC019035	
AK299264	
AC025418	
KF458642	
KF458647	
KF458650	
CH471054	URS0000EC0FE0
AC025418	URS0000EC0FE0
KF454893	URS0000EC0FE0
KF511184	URS0000EC0FE0
KF454893	
KF511184	
AC025418	URS0000EA956F
KF454893	URS0000EA956F
KF511184	URS0000EA956F
AC009403	URS0000EBF36C
AC078834	URS0000EBF36C
AC092460	URS0000EBF36C
KF458642	URS0000EBF36C
KF458647	URS0000EBF36C
KF458650	URS0000EBF36C
AY358551	
AK296485	
AK075458	
BC003060	
BC051268	
	URS0000EBEFFB
AB056107	
AB057443	
BC051743	
AF310246	
AC079631	
AC133794	
KF455686	
L38518	
AY422195	
AC002484	
AC093503	URS0000EBB1D9
AC008635	URS0000EBB1D9
KC877745	URS0000EBB1D9
AK022365	
BC093088	
AB058704	
HM005424	
X60542	
X60477	
X60478	
X55889	
X55890	
AK314118	
BC068030	
BC074963	
BC074964	
AY198395	
AK024504	
AK075029	
AK075048	
AK131560	
AL834137	
BC005169	
BC007835	
BC008344	
U31986	
AJ558236	
AJ558237	
BC010923	
EU794597	
AF056209	
AK022089	
BC031589	
AF023466	
AB665285	
AB013093	
AP000445	
BC009785	
CR456927	
GQ891323	
U91618	
BC010918	
S47339	
AF157682	
AK312066	
CR541936	
AF394685	
BC007623	
AF155097	
AB018295	
AK289518	
AC140125	
AJ271710	
AF157318	
AY358579	
AK027517	
AK075031	
CR749821	
BC119670	
BC119671	
AF175227	
AC138819	
AF426250	
AB207211	
BC016789	
BC021682	
AC104446	URS0000EA7176
AC104446	URS0000E9C59F
AF462348	
AB079075	
AK098541	
AC119675	
BC018069	
AC104446	URS0000E9CEBE
AL049844	
AL078593	
AL357117	
AL360228	
KF458309	
AF092138	
AK027426	
L38852	
BC000884	
AP001652	
AP001636	
KF459747	
KF459748	
KF459750	
KF459753	
AB014580	
AK297799	
AK298263	
AK300221	
CR749345	
BC150630	
BC152416	
DQ084381	
AK055818	
AK091965	
BC008353	
AF087878	
AB207212	
AB049946	
AF265439	
AK315441	
BC031336	
AK093140	
BC038413	
BC062424	
AC005534	
AC091516	
AC090060	
KF455695	
AC091516	URS0000EA3A60
AC090060	URS0000EA3A60
KF455695	URS0000EA3A60
BC009855	
AK027815	
AC006254	
L20321	
EF560744	
AK294165	
AK312420	
BC063044	
KF458310	
AF441222	
AF441224	
AF325690	
AL136874	
AY251165	
BT007037	
CR533513	
BC015416	
AK095477	
AL137488	
BX537868	
BX640968	
BX648026	
BC035136	
BC058014	
BC092422	
AF076214	
AF076215	
AF041141	
AF041139	
AF041140	
AC136940	
BC069076	
AC008622	
AF212940	
AK298804	
BC004910	
BC034604	
BC146950	
BC146969	
CH471054	URS0000EC22E6
AC091516	URS0000EC22E6
AP001258	
AY457926	
AK304258	
BC062456	
BC130513	
BC130539	
X55721	
X55720	
M59818	
M59819	
M59820	
S71484	
AY148100	
BC053585	
AC119675	URS0000E98B39
U72621	
U81992	
AJ006354	
AJ303119	
AJ311395	
AK314570	
AK315184	
BX537397	
BC074814	
BC109085	
BC109086	
AB067482	
AK026447	
AK291453	
CR749358	
BC013137	
BC054515	
BC071759	
AP001258	URS0000E94AC1
X63652	
X69532	
X69533	
X69534	
X69535	
X69536	
X69537	
X69538	
X69539	
X69540	
X69541	
X69542	
X69543	
X69544	
X69545	
X69546	
X69547	
AK292750	
AK298455	
AK303156	
AK314198	
BC069464	
X16260	
M18192	
X75318	
U16127	
U16128	
AJ249210	
AC117945	
AL355386	
AL591883	
S69349	
AL031390	
AL109755	
KF458320	
AF348513	
AF402318	
AK021727	
AK026940	
AC007075	
AC007097	
BC017663	
AL834394	
EF100438	
EF100442	
EF100445	
EF100446	
EF100447	
EF100448	
EF100449	
EF100450	
EF100452	
CR749329	
AB023154	
BC119011	
BC122861	
AL034379	
AY920403	
AK026884	
CR457364	
AL449284	
BC005001	
AL034379	URS0000EA539D
AL449284	URS0000EA539D
AK312079	
BC000198	
BK000562	
AK074166	
BC104997	
BC112230	
AF038898	
AF044309	
AF071504	
AL135917	
BC033519	
AB065806	
BC140917	
BK004508	
KP290312	
AL024474	
AL357149	
AL513184	
AL513475	
AL590488	
AL590704	
AB065805	
BC136991	
AF399529	
BK004308	
KP290218	
AC005534	URS0000EAD7DE
AC007075	URS0000EAD7DE
AC007097	URS0000EAD7DE
AB065804	
BC137060	
BC137061	
AF399528	
BK004310	
AB065803	
BC137028	
BC137029	
AF399569	
BK004307	
AL833934	
AB065808	
BC136893	
BC136894	
BK004311	
KP290250	
DQ109808	
AB002371	
AK023677	
AK025632	
AF273044	
BK005587	
AB065810	
KP290310	
AB065861	
AC019093	
BK004309	
KP290288	
BX538212	
BX640719	
AK021792	
DQ099384	
BC056406	
BC016328	
AY211926	
AJ314847	
AK022638	
AK095497	
AK291282	
BC002612	
AY576779	
AF107455	
BC007902	
X69086	
AJ250044	
X67055	
X99854	
AK222757	
AK223483	
BC107604	
BC107605	
BC107814	
X14690	
AC006357	
AY081909	
AK022615	
AK027622	
BC027040	
AK315574	
KF495920	
U07664	
U07663	
AH007909	
M86917	
AF185696	
AF185705	
AF185697	
AF185698	
AF185699	
AF185700	
AF185701	
AF185702	
AF185703	
AF185704	
BC011581	
BC063121	
AF006386	
AK295199	
AK290502	
BX647913	
BC039074	
BC046117	
AC087865	
AC127901	
KF455688	
AB065087	
AK094193	
AK127943	
AL831992	
AP000442	
AP000640	
BC065264	
BC109038	
BC109039	
BC111047	
AB065807	
AF399593	
BK004323	
AL023806	
AL365193	
AL031119	
AL356739	
AL391818	
KF458313	
KF458315	
L05425	
BC000107	
BC009250	
AK312915	
D13635	
AC004898	
AC004975	
BC014029	
BC026241	
AF084535	
AF284580	
AF454491	
AF454492	
AF454493	
