uniprot_entry	Gene name	Gene stable ID
P0C2W1	FBXO45	ENSG00000174013
O75426	FBXO24	ENSG00000106336
P21333	FLNA	ENSG00000196924
Q8IX29	FBXO16	ENSG00000214050
Q9UKT8	FBXW2	ENSG00000119402
P02751	FN1	ENSG00000115414
B1AJZ9	FHAD1	ENSG00000142621
Q03591	CFHR1	ENSG00000244414
P98095	FBLN2	ENSG00000163520
O15552	FFAR2	ENSG00000126262
Q5H8C1	FREM1	ENSG00000164946
P57057	SLC37A1	ENSG00000160190
Q06546	GABPA	ENSG00000154727
Q9P2B2	PTGFRN	ENSG00000134247
Q8IWF2	FOXRED2	ENSG00000100350
P22466	GAL	ENSG00000069482
Q8N6F7	GAL	ENSG00000069482
Q14376	GALE	ENSG00000117308
Q92820	GGH	ENSG00000137563
P36269	GGT5	ENSG00000099998
Q9UMX6	GUCA1B	ENSG00000112599
P62807	H2BC4	ENSG00000180596
P62807	H2BC6	ENSG00000274290
P62807	H2BC7	ENSG00000277224
P62807	H2BC8	ENSG00000273802
P62807	H2BC10	ENSG00000278588
Q75N03	CBLL1	ENSG00000105879
Q8N257	H2BU1	ENSG00000285449
Q8N257	H2BU1	ENSG00000196890
P42262	GRIA2	ENSG00000120251
A8MV81	HIGD1C	ENSG00000214511
Q8IZP7	HS6ST3	ENSG00000185352
Q04756	HGFAC	ENSG00000109758
Q13571	LAPTM5	ENSG00000162511
Q86WZ0	HEATR4	ENSG00000187105
P54652	HSPA2	ENSG00000126803
P09629	HOXB7	ENSG00000260027
Q14103	HNRNPD	ENSG00000138668
Q8IWW8	ADHFE1	ENSG00000147576
Q9Y5L2	HILPDA	ENSG00000135245
P0DMR1	HNRNPCL4	ENSG00000273865
P0DMR1	HNRNPCL4	ENSG00000282095
P0DMR1	HNRNPCL4	ENSG00000283231
P0DMR1	HNRNPCL4	ENSG00000179412
Q1KMD3	HNRNPUL2	ENSG00000214753
P13232	IL7	ENSG00000104432
Q13418	ILK	ENSG00000166333
P60842	EIF4A1	ENSG00000161960
Q9H583	HEATR1	ENSG00000119285
Q9BYH8	NFKBIZ	ENSG00000144802
O75144	ICOSLG	ENSG00000160223
Q14773	ICAM4	ENSG00000105371
Q8N6C5	IGSF1	ENSG00000147255
O95998	IL18BP	ENSG00000137496
Q99456	KRT12	ENSG00000263243
Q99456	KRT12	ENSG00000187242
Q86VI3	IQGAP3	ENSG00000183856
Q96AB3	ISOC2	ENSG00000063241
Q9NRR6	INPP5E	ENSG00000148384
Q10713	INPP5E	ENSG00000148384
Q5VWX1	KHDRBS2	ENSG00000112232
Q9UBX7	KLK11	ENSG00000167757
Q9Y337	KLK5	ENSG00000167754
Q3LI83	KRTAP24-1	ENSG00000188694
Q9HB15	KCNK12	ENSG00000184261
Q9BVA0	KATNB1	ENSG00000140854
P60413	KRTAP10-12	ENSG00000189169
Q96NX5	CAMK1G	ENSG00000008118
A0A0A0MT36	IGKV6D-21	ENSG00000225523
Q9UBR4	LHX3	ENSG00000107187
P01593	IGKV1D-33	ENSG00000239975
Q6ZQX7	C17orf97	ENSG00000283985
Q6ZQX7	C17orf97	ENSG00000187624
O95447	LCA5L	ENSG00000157578
Q92615	LARP4B	ENSG00000107929
Q7L985	LINGO2	ENSG00000174482
Q5BKY1	LRRC10	ENSG00000198812
Q96E66	LRRC51	ENSG00000184154
Q9HCP0	CSNK1G1	ENSG00000169118
Q7L1W4	LRRC8D	ENSG00000171492
Q16609	LPAL2	ENSG00000213071
Q16609	LPAL2	ENSG00000290613
Q9HCC9	ZFYVE28	ENSG00000159733
Q8NI32	LYPD6B	ENSG00000150556
Q96JM4	LRRIQ1	ENSG00000133640
Q9P2V4	LRIT1	ENSG00000148602
O95711	LY86	ENSG00000112799
P07098	LIPF	ENSG00000182333
Q8WWY8	LIPH	ENSG00000163898
Q5VXI9	LIPN	ENSG00000204020
P22888	LHCGR	ENSG00000138039
A6NCF6	MAGEA13P	ENSG00000183981
O43772	SLC25A20	ENSG00000178537
A0A075B6I9	IGLV7-46	ENSG00000211649
A8MW99	MEI4	ENSG00000269964
Q4G0Z9	MCMDC2	ENSG00000178460
Q16584	MAP3K11	ENSG00000173327
P04201	MAS1	ENSG00000130368
Q9NS73	MBIP	ENSG00000151332
Q8IVH8	MAP4K3	ENSG00000011566
Q92918	MAP4K1	ENSG00000282928
Q92918	MAP4K1	ENSG00000104814
Q5TCQ9	MAGI3	ENSG00000081026
Q9Y5Q3	MAFB	ENSG00000204103
O15116	LSM1	ENSG00000175324
Q9BZ81	MAGEB5	ENSG00000188408
Q7L2J0	MEPCE	ENSG00000146834
Q0PNE2	ELP6	ENSG00000163832
Q15369	ELOC	ENSG00000154582
Q05BV3	EML5	ENSG00000165521
P98172	EFNB1	ENSG00000090776
Q658T7	FAM90A2P	ENSG00000205879
P50549	ETV1	ENSG00000006468
P43268	ETV4	ENSG00000175832
A0A1W2PQ73	ERFL	ENSG00000268041
Q96DN0	ERP27	ENSG00000139055
Q9NYK6	C21orf91	ENSG00000154642
Q9UNN5	FAF1	ENSG00000185104
P49640	EVX1	ENSG00000106038
Q6P2I3	FAHD2B	ENSG00000144199
A8K979	ERI2	ENSG00000196678
Q8TC84	FANK1	ENSG00000203780
Q9Y2C4	EXOG	ENSG00000157036
Q8IXR5	FAM178B	ENSG00000168754
P13804	ETFA	ENSG00000140374
Q9NW38	FANCL	ENSG00000115392
Q5T890	ERCC6L2	ENSG00000182150
P08637	FCGR3A	ENSG00000203747
Q8NI29	FBXO27	ENSG00000161243
Q9UK99	FBXO3	ENSG00000110429
Q6PJ61	FBXO46	ENSG00000177051
Q08830	FGL1	ENSG00000104760
Q9C0D6	FHDC1	ENSG00000137460
P42685	FRK	ENSG00000111816
Q11130	FUT7	ENSG00000180549
P22083	FUT4	ENSG00000196371
Q3SYB3	FOXD4L6	ENSG00000273514
Q9BRQ8	AIFM2	ENSG00000042286
Q9Y261	FOXA2	ENSG00000125798
Q12948	FOXC1	ENSG00000054598
Q96F15	GIMAP5	ENSG00000196329
P0CG01	GKN3P	ENSG00000283586
Q9NZC3	GDE1	ENSG00000006007
Q5JRK9	PAGE2B	ENSG00000238269
Q6UXV0	GFRAL	ENSG00000187871
O60383	GDF9	ENSG00000164404
O43681	GET3	ENSG00000198356
Q5UAW9	GPR157	ENSG00000180758
Q14956	GPNMB	ENSG00000136235
Q14956	NMB	ENSG00000197696
P08949	NMB	ENSG00000197696
Q8NBJ5	COLGALT1	ENSG00000130309
Q14687	GSE1	ENSG00000131149
A0A1W2PR19	GSTT4	ENSG00000281748
A0A1W2PR19	GSTT4	ENSG00000276950
P21266	GSTM3	ENSG00000134202
A4D1Z8	GRIFIN	ENSG00000275572
P60008	H1-9P	ENSG00000188662
Q9NWT6	HIF1AN	ENSG00000166135
Q9UBP5	HEY2	ENSG00000135547
P13196	ALAS1	ENSG00000023330
Q8IVU3	HERC6	ENSG00000138642
Q8NG08	HELB	ENSG00000127311
P52272	HNRNPM	ENSG00000099783
A0A0C4DH29	IGHV1-3	ENSG00000282213
A0A0C4DH29	IGHV1-3	ENSG00000211935
A0A0G2JMI3	IGHV1-69-2	ENSG00000275148
A0A0G2JMI3	IGHV1-69-2	ENSG00000281990
A2RU54	HMX2	ENSG00000188816
Q92619	ARHGAP45	ENSG00000180448
O60812	HNRNPCL1	ENSG00000282175
O60812	HNRNPCL1	ENSG00000179172
P10145	CXCL8	ENSG00000169429
Q53G44	IFI44L	ENSG00000137959
Q13007	IL24	ENSG00000162892
Q6WRI0	IGSF10	ENSG00000152580
Q14974	KPNB1	ENSG00000108424
P00995	SPINK1	ENSG00000164266
Q9BY89	KIAA1671	ENSG00000197077
Q96S16	JMJD8	ENSG00000161999
Q9HDC5	JPH1	ENSG00000104369
Q8IVT5	KSR1	ENSG00000141068
Q9UGL1	KDM5B	ENSG00000117139
Q14525	KRT33B	ENSG00000263012
Q14525	KRT33B	ENSG00000131738
P60328	KRTAP12-3	ENSG00000205439
Q86Y97	KMT5C	ENSG00000133247
Q13237	PRKG2	ENSG00000138669
Q8WVF5	KCTD4	ENSG00000180332
Q3ZCT8	KBTBD12	ENSG00000187715
Q5VSP4	LCN1P1	ENSG00000280820
Q5VSP4	LCN1P1	ENSG00000119440
Q5TCM9	LCE5A	ENSG00000186207
Q8N0V4	LGI2	ENSG00000153012
Q96L11	LLCFC1	ENSG00000275821
Q96L11	LLCFC1	ENSG00000165131
Q92604	LPGAT1	ENSG00000123684
Q13164	MAPK7	ENSG00000166484
Q9H492	MAP1LC3A	ENSG00000101460
A6NFX1	MFSD2B	ENSG00000205639
Q10571	MN1	ENSG00000169184
O95163	ELP1	ENSG00000070061
Q8NG57	ELOA3P	ENSG00000288631
Q96AY2	EME1	ENSG00000154920
Q9NR50	EIF2B3	ENSG00000070785
P18074	ERCC2	ENSG00000104884
A6NKC0	FAM90A7	ENSG00000281040
A6NKC0	FAM90A7	ENSG00000285832
A6NKC0	FAM90A7	ENSG00000285975
Q96PL5	ERMAP	ENSG00000164010
Q14534	SQLE	ENSG00000104549
P0C841	FAM66E	ENSG00000225725
P58499	FAM3B	ENSG00000183844
Q3ZM63	ETDA	ENSG00000238210
P38117	ETFB	ENSG00000105379
Q9C073	FAM117A	ENSG00000121104
Q9NQT5	EXOSC3	ENSG00000107371
P0CF97	FAM200B	ENSG00000237765
Q6UXB0	FAM131A	ENSG00000175182
P15036	ETS2	ENSG00000157557
Q5XKK7	FAM219B	ENSG00000178761
Q86W67	FAM228A	ENSG00000186453
A5PLN7	FAM149A	ENSG00000109794
Q86X51	EZHIP	ENSG00000187690
O43909	EXTL3	ENSG00000012232
P16591	FER	ENSG00000151422
Q01543	FLI1	ENSG00000151702
P62942	FKBP1A	ENSG00000088832
Q8NFG4	FLCN	ENSG00000154803
Q8NFZ0	FBH1	ENSG00000134452
Q86VR8	FJX1	ENSG00000179431
Q13045	FLII	ENSG00000284571
Q13045	FLII	ENSG00000177731
P02679	FGG	ENSG00000171557
P02671	FGA	ENSG00000171560
Q7Z6J4	FGD2	ENSG00000146192
Q5SZK8	FREM2	ENSG00000150893
P09038	FGF2	ENSG00000138685
P11487	FGF3	ENSG00000186895
Q6VB84	FOXD4L3	ENSG00000187559
O75899	GABBR2	ENSG00000136928
Q11128	FUT5	ENSG00000130383
A0A1W2PRP0	FOXL3	ENSG00000248767
Q6PIV2	FOXR1	ENSG00000281277
Q6PIV2	FOXR1	ENSG00000176302
P14207	FOLR2	ENSG00000165457
Q8IVK1	GLYCAM1	ENSG00000257780
A6NGU5	GGT3P	ENSG00000197421
Q6PIY7	TENT2	ENSG00000164329
A8MZA4	GOLGA6L6	ENSG00000277322
Q9UJY4	GGA2	ENSG00000103365
Q9Y2X7	GIT1	ENSG00000108262
Q9GZZ7	GFRA4	ENSG00000125861
O75343	GUCY1B2	ENSG00000123201
Q92538	GBF1	ENSG00000107862
P14867	GABRA1	ENSG00000022355
P08754	GNAI3	ENSG00000065135
P47869	GABRA2	ENSG00000151834
Q8WU03	GLYATL2	ENSG00000156689
H3BV12	GOLGA8Q	ENSG00000282773
H3BV12	GOLGA8Q	ENSG00000178115
Q0D2H9	GOLGA8DP	ENSG00000278070
Q0D2H9	GOLGA8DP	ENSG00000278508
Q0D2H9	GOLGA8DP	ENSG00000288344
Q0D2H9	GOLGA8DP	ENSG00000175676
Q0D2H9	GOLGA8DP	ENSG00000290359
H3BPF8	GOLGA8S	ENSG00000261739
Q9HCL2	GPAM	ENSG00000119927
Q7Z3F1	GPR155	ENSG00000163328
Q8NFN8	GPR156	ENSG00000175697
P04921	GYPC	ENSG00000136732
Q96I76	GPATCH3	ENSG00000198746
Q9UKJ3	GPATCH8	ENSG00000186566
P36959	GMPR	ENSG00000137198
P36969	GPX4	ENSG00000167468
P47775	GPR12	ENSG00000132975
Q8NDV2	GPR26	ENSG00000154478
Q8WZ60	KLHL6	ENSG00000172578
Q9BXC0	HCAR1	ENSG00000196917
Q9UHL9	GTF2IRD1	ENSG00000006704
O14929	HAT1	ENSG00000128708
Q9Y5J3	HEY1	ENSG00000164683
A0A0C4DH31	IGHV1-18	ENSG00000282716
A0A0C4DH31	IGHV1-18	ENSG00000211945
P10321	HLA-C	ENSG00000206435
P10321	HLA-C	ENSG00000237022
P10321	HLA-C	ENSG00000206452
P10321	HLA-C	ENSG00000228299
P10321	HLA-C	ENSG00000225691
P10321	HLA-C	ENSG00000233841
P10321	HLA-C	ENSG00000204525
Q8IZI9	IFNL3	ENSG00000197110
Q16552	IL17A	ENSG00000112115
B9A064	IGLL5	ENSG00000254709
Q969J5	IL22RA2	ENSG00000164485
A6ND01	IZUMO1R	ENSG00000183560
Q9HCM3	KIAA1549	ENSG00000122778
P17181	IFNAR1	ENSG00000142166
P09529	INHBB	ENSG00000163083
Q8IZU9	KIRREL3	ENSG00000149571
Q6PEX3	KRTAP26-1	ENSG00000197683
Q6NY19	KANK3	ENSG00000186994
Q09470	KCNA1	ENSG00000111262
Q96JN0	LCOR	ENSG00000196233
P0DO92	CDIPTOSP	ENSG00000214725
Q96KS0	EGLN2	ENSG00000269858
A4GXA9	EME2	ENSG00000197774
P49411	TUFM	ENSG00000178952
Q96BH3	ELSPBP1	ENSG00000169393
B6SEH8	ERVV-1	ENSG00000269526
P04626	ERBB2	ENSG00000141736
Q96DZ1	ERLEC1	ENSG00000068912
O75477	ERLIN1	ENSG00000107566
Q9H8M9	EVA1A	ENSG00000115363
P30040	ERP29	ENSG00000089248
O15529	GPR42	ENSG00000126251
Q9H479	FN3K	ENSG00000167363
Q8IX07	ZFPM1	ENSG00000179588
P07332	FES	ENSG00000182511
Q9UK96	FBXO10	ENSG00000147912
Q99581	FEV	ENSG00000163497
Q96M78	FER1L6-AS2	ENSG00000253868
P21802	FGFR2	ENSG00000066468
Q2V2M9	FHOD3	ENSG00000134775
Q8IVF7	FHOD3	ENSG00000134775
P25089	FPR3	ENSG00000187474
O75474	FRAT2	ENSG00000181274
Q01167	FOXK2	ENSG00000141568
Q12778	FOXO1	ENSG00000150907
P54826	GAS1	ENSG00000180447
O60861	GAS7	ENSG00000007237
Q14161	GIT2	ENSG00000139436
Q6KF10	GDF6	ENSG00000156466
Q6ZMI3	GLDN	ENSG00000186417
Q8TC17	GRAPL	ENSG00000189152
P50148	GNAQ	ENSG00000156052
Q8TDQ7	GNPDA2	ENSG00000163281
Q6UWK7	C10orf99	ENSG00000188373
Q5T6J7	IDNK	ENSG00000148057
P62993	GRB2	ENSG00000177885
Q86UL3	GPAT4	ENSG00000158669
P14735	IDE	ENSG00000119912
Q13568	IRF5	ENSG00000128604
Q02846	GUCY2D	ENSG00000132518
Q9Y2N7	HIF3A	ENSG00000124440
Q14CZ8	HEPACAM	ENSG00000165478
Q5T447	HECTD3	ENSG00000126107
Q96MM6	HSPA12B	ENSG00000132622
Q9NSB8	HOMER2	ENSG00000103942
O60760	HPGDS	ENSG00000163106
Q58FG1	HSP90AA4P	ENSG00000281610
Q58FG1	HSP90AA4P	ENSG00000205100
Q8TB92	HMGCLL1	ENSG00000146151
P30519	HMOX2	ENSG00000277424
P30519	HMOX2	ENSG00000103415
P05231	IL6	ENSG00000136244
Q01629	IFITM2	ENSG00000185201
P05000	IFNW1	ENSG00000177047
Q9GZP8	C19orf33	ENSG00000167644
Q70UQ0	IKBIP	ENSG00000166130
Q8TAD2	IL17D	ENSG00000172458
P23588	EIF4B	ENSG00000063046
P20042	EIF2S2	ENSG00000125977
Q05084	ICA1	ENSG00000003147
P26012	ITGB8	ENSG00000105855
P61371	ISL1	ENSG00000016082
Q9P266	JCAD	ENSG00000165757
P08514	ITGA2B	ENSG00000005961
A8MTL0	IQCF5	ENSG00000214681
Q9Y5U4	INSIG2	ENSG00000125629
A6NCM1	IQCA1L	ENSG00000278685
Q03721	KCNC4	ENSG00000116396
Q9ULD8	KCNH3	ENSG00000135519
Q92830	KAT2A	ENSG00000108773
Q96KK3	KCNS1	ENSG00000124134
O75600	GCAT	ENSG00000100116
Q9UNX9	KCNJ14	ENSG00000182324
Q99712	KCNJ14	ENSG00000182324
P31321	PRKAR1B	ENSG00000188191
P13861	PRKAR2A	ENSG00000114302
Q9BYQ5	KRTAP4-6	ENSG00000198090
Q02156	PRKCE	ENSG00000171132
Q9NQ69	LHX9	ENSG00000143355
Q5T5A8	LCE3C	ENSG00000244057
Q5T871	LELP1	ENSG00000203784
Q16787	LAMA3	ENSG00000053747
Q5TA78	LCE4A	ENSG00000187170
Q7Z429	GRINA	ENSG00000178719
Q68G75	LEMD1	ENSG00000186007
Q9HBL6	LRTM1	ENSG00000144771
Q8N423	LILRB2	ENSG00000274513
Q8N423	LILRB2	ENSG00000277751
Q8N423	LILRB2	ENSG00000276146
Q8N423	LILRB2	ENSG00000275463
Q8N423	LILRB2	ENSG00000131042
P01700	IGLV1-47	ENSG00000211648
P01706	IGLV2-11	ENSG00000211668
P01714	IGLV3-19	ENSG00000211663
Q6DN12	MCTP2	ENSG00000140563
Q02779	MAP3K10	ENSG00000130758
P51608	MECP2	ENSG00000169057
P80192	MAP3K9	ENSG00000006432
Q99750	MDFI	ENSG00000112559
Q6ZWT7	MBOAT2	ENSG00000143797
Q6ZWT7	LPCAT4	ENSG00000176454
Q643R3	LPCAT4	ENSG00000176454
Q9Y2X3	NOP58	ENSG00000055044
Q08AI8	MAB21L4	ENSG00000172478
P11226	MBL2	ENSG00000165471
O75354	ENTPD6	ENSG00000197586
O15371	EIF3D	ENSG00000100353
A6NNW6	ENO4	ENSG00000188316
Q9NPA8	ENY2	ENSG00000120533
Q15303	ERBB4	ENSG00000178568
Q96KT0	FAM167A-AS1	ENSG00000285275
Q96KT0	FAM167A-AS1	ENSG00000184608
O95718	ESRRB	ENSG00000119715
Q96Q35	FLACC1	ENSG00000155749
A6NNH2	FAM90A27P	ENSG00000189348
Q96MK3	FAM20A	ENSG00000108950
Q6GMR7	FAAH2	ENSG00000165591
Q9UKR5	ERG28	ENSG00000133935
Q8IZU0	FAM9B	ENSG00000177138
Q7L0X2	ERICH6	ENSG00000163645
Q8IZU1	FAM9A	ENSG00000183304
Q969W3	FAM104A	ENSG00000133193
Q9NY74	ETAA1	ENSG00000143971
O00423	EML1	ENSG00000066629
A6NL82	FAM183A	ENSG00000186973
Q5SY85	FAM201A	ENSG00000204860
Q8IXS8	FAM126B	ENSG00000155744
O75616	ERAL1	ENSG00000132591
A0A1B0GVZ2	FAM240B	ENSG00000283329
P49326	FMO5	ENSG00000131781
Q06828	FMOD	ENSG00000122176
O95677	EYA4	ENSG00000112319
Q8N3X1	FNBP4	ENSG00000285182
Q8N3X1	FNBP4	ENSG00000109920
P37268	FDFT1	ENSG00000284967
P37268	FDFT1	ENSG00000079459
Q5XX13	FBXW10	ENSG00000171931
Q9NWN3	FBXO34	ENSG00000178974
P49771	FLT3LG	ENSG00000090554
Q8NFU4	FDCSP	ENSG00000181617
Q6P4F1	FUT10	ENSG00000172728
Q9BUM1	G6PC3	ENSG00000141349
P54803	GALC	ENSG00000054983
Q9UJU5	FOXD3	ENSG00000187140
Q9NQT6	FSCN3	ENSG00000106328
Q9Y3Q4	HCN4	ENSG00000138622
P46439	GSTM5	ENSG00000134201
Q2KHT4	GSG1	ENSG00000111305
Q96A08	H2BC1	ENSG00000146047
P16403	H1-2	ENSG00000187837
Q9BYQ9	KRTAP4-8	ENSG00000261968
Q9BYQ9	KRTAP4-8	ENSG00000204880
P0C0S8	H2AC11	ENSG00000196787
P0C0S8	H2AC13	ENSG00000196747
P0C0S8	H2AC15	ENSG00000275221
P0C0S8	H2AC16	ENSG00000276903
P0C0S8	H2AC17	ENSG00000278677
Q7L7L0	H2AW	ENSG00000284841
Q7L7L0	H2AW	ENSG00000181218
Q7Z2K8	GPRIN1	ENSG00000169258
Q96D42	HAVCR1	ENSG00000113249
Q96CS2	HAUS1	ENSG00000152240
Q9H2X6	HIPK2	ENSG00000064393
Q9UII4	HERC5	ENSG00000138646
Q9NRV9	HEBP1	ENSG00000013583
P83110	HTRA3	ENSG00000170801
Q6NT76	HMBOX1	ENSG00000147421
Q96RW7	HMCN1	ENSG00000143341
O00198	HRK	ENSG00000135116
Q15056	EIF4H	ENSG00000106682
Q96T52	IMMP2L	ENSG00000184903
A6NNB3	IFITM5	ENSG00000206013
P01344	IGF2	ENSG00000167244
Q8NI17	IL31RA	ENSG00000164509
Q9UHA7	IL36A	ENSG00000136694
P29459	IL12A	ENSG00000168811
P14902	IDO1	ENSG00000131203
P17936	IGFBP3	ENSG00000146674
Q5VZ66	JAKMIP3	ENSG00000188385
P05107	ITGB2	ENSG00000160255
Q8IXL9	IQCF2	ENSG00000184345
Q6A163	KRT39	ENSG00000262164
Q6A163	KRT39	ENSG00000196859
O14713	ITGB1BP1	ENSG00000119185
Q1W4C9	SPINK13	ENSG00000214510
Q86YT9	JAML	ENSG00000160593
Q96P70	IPO9	ENSG00000198700
P48544	KCNJ5	ENSG00000120457
Q9UKR0	KLK12	ENSG00000186474
P60329	KRTAP12-4	ENSG00000212933
Q8N6Q8	METTL25	ENSG00000127720
Q8N344	MIER2	ENSG00000105556
Q9GZY8	MFF	ENSG00000168958
Q7Z3U7	MON2	ENSG00000061987
Q9H867	VCPKMT	ENSG00000100483
Q7L5Y1	ENOSF1	ENSG00000132199
P19957	PI3	ENSG00000124102
P29322	EPHA8	ENSG00000070886
Q9NU53	GINM1	ENSG00000055211
Q5VTD9	GFI1B	ENSG00000165702
Q9UBU3	GHRL	ENSG00000157017
Q9NP62	GCM1	ENSG00000137270
Q8WXD5	GEMIN6	ENSG00000152147
P15586	GNS	ENSG00000135677
Q96IK5	GMCL1	ENSG00000087338
H3BSY2	GOLGA8M	ENSG00000278186
H3BSY2	GOLGA8M	ENSG00000261480
H3BSY2	GOLGA8M	ENSG00000188626
Q8N6U8	GPR161	ENSG00000143147
Q99678	GPR20	ENSG00000275181
Q99678	GPR20	ENSG00000204882
Q96NT3	GUCD1	ENSG00000138867
Q12849	GRSF1	ENSG00000132463
Q9UBP9	GULP1	ENSG00000144366
P09210	GSTA2	ENSG00000244067
Q9H4Y5	GSTO2	ENSG00000065621
Q9Y2Q3	GSTK1	ENSG00000197448
Q9BSH5	HDHD3	ENSG00000119431
Q9H6D7	HAUS4	ENSG00000092036
O75146	HIP1R	ENSG00000130787
A0A0C4DH30	IGHV3-16	ENSG00000282653
A0A0C4DH30	IGHV3-16	ENSG00000211944
A0A0B4J1V6	IGHV3-73	ENSG00000273539
A0A0B4J1V6	IGHV3-73	ENSG00000211976
A6NJ69	IGIP	ENSG00000182700
P01877	IGHA2	ENSG00000276173
P01877	IGHA2	ENSG00000211890
Q8N5X7	EIF4E3	ENSG00000163412
A1L1A6	IGSF23	ENSG00000216588
Q6UXL0	IL20RB	ENSG00000174564
Q9NPF7	IL23A	ENSG00000110944
Q9UHF4	IL20RA	ENSG00000016402
P18510	IL1RN	ENSG00000136689
O14645	DNALI1	ENSG00000163879
Q9UQF2	MAPK8IP1	ENSG00000121653
Q15652	JMJD1C	ENSG00000171988
Q8IYS2	KIAA2013	ENSG00000116685
B3KU38	IQCJ-SCHIP1	ENSG00000283154
O60674	JAK2	ENSG00000096968
Q9H9V9	JMJD4	ENSG00000081692
Q75QN2	INTS8	ENSG00000164941
Q969F8	KISS1R	ENSG00000116014
P08476	INHBA	ENSG00000122641
P51460	INSL3	ENSG00000248099
Q96T92	INSM2	ENSG00000168348
Q96CT2	KLHL29	ENSG00000119771
Q9Y4H2	IRS2	ENSG00000185950
O00522	KRIT1	ENSG00000001631
Q9BYS1	KRTAP1-5	ENSG00000261862
Q9BYS1	KRTAP1-5	ENSG00000221852
Q693B1	KCTD11	ENSG00000288399
Q693B1	KCTD11	ENSG00000213859
Q96SI1	KCTD15	ENSG00000153885
Q68CQ1	MROH7	ENSG00000184313
P23352	ANOS1	ENSG00000011201
Q9P0J7	KCMF1	ENSG00000176407
Q8TAF5	FLVCR1-DT	ENSG00000198468
Q9NPC1	LTB4R2	ENSG00000285203
Q9NPC1	LTB4R2	ENSG00000213906
Q14210	LY6D	ENSG00000167656
Q6IAA8	LAMTOR1	ENSG00000149357
Q8NHL6	LILRB1	ENSG00000276452
Q8NHL6	LILRB1	ENSG00000277807
Q8NHL6	LILRB1	ENSG00000274669
Q8NHL6	LILRB1	ENSG00000277134
Q8NHL6	LILRB1	ENSG00000104972
Q6PI73	LILRA6	ENSG00000277177
Q6PI73	LILRA6	ENSG00000275584
Q6PI73	LILRA6	ENSG00000275539
Q6PI73	LILRA6	ENSG00000274148
Q6PI73	LILRA6	ENSG00000244482
Q6ZMQ8	AATK	ENSG00000181409
Q6UWN0	LYPD4	ENSG00000273111
O14770	MEIS2	ENSG00000134138
Q96JQ5	MS4A4A	ENSG00000110079
Q96HR3	MED30	ENSG00000164758
A6NDR6	MEIS3P1	ENSG00000179277
Q96JA4	MS4A14	ENSG00000166928
P08183	ABCB1	ENSG00000085563
Q6PJG2	MIDEAS	ENSG00000156030
Q96T53	MBOAT4	ENSG00000177669
Q9UBF1	MAGEC2	ENSG00000046774
Q9UBF1	MAGEE1	ENSG00000198934
Q9HCI5	MAGEE1	ENSG00000198934
P48740	MASP1	ENSG00000127241
Q8WWC4	MAIP1	ENSG00000162972
Q14696	MESD	ENSG00000117899
Q9H8M7	MINDY3	ENSG00000148481
Q969V6	MRTFA	ENSG00000196588
Q9P0P8	MTRES1	ENSG00000130349
Q13613	MTMR1	ENSG00000063601
P49914	MTHFS	ENSG00000136371
P42285	MTREX	ENSG00000039123
Q9UKN1	MUC12	ENSG00000205277
Q8N684	CPSF7	ENSG00000149532
P57737	CORO7	ENSG00000282725
P57737	CORO7	ENSG00000262246
Q6JBY9	RCSD1	ENSG00000198771
Q14118	DAG1	ENSG00000173402
Q6IQ26	DENND5A	ENSG00000184014
Q9UMR2	DDX19B	ENSG00000157349
Q96HY6	DDRGK1	ENSG00000198171
Q92841	DDX17	ENSG00000100201
Q5VTH9	DNAI4	ENSG00000152763
Q9Y222	DMTF1	ENSG00000135164
P49366	DHPS	ENSG00000095059
Q96M86	DNHD1	ENSG00000179532
O60884	DNAJA2	ENSG00000069345
Q8WW22	DNAJA4	ENSG00000140403
Q9UBC3	DNMT3B	ENSG00000088305
P13765	HLA-DOB	ENSG00000243612
P13765	HLA-DOB	ENSG00000241910
P13765	HLA-DOB	ENSG00000243496
P13765	HLA-DOB	ENSG00000241386
P13765	HLA-DOB	ENSG00000239457
P13765	HLA-DOB	ENSG00000241106
Q8NF50	DOCK8	ENSG00000107099
Q9BZ29	DOCK9	ENSG00000088387
Q9Y2E4	DIP2C	ENSG00000151240
Q07687	DLX2	ENSG00000115844
Q9NR33	POLE4	ENSG00000115350
Q8NBI3	DRAXIN	ENSG00000162490
Q9NP87	POLM	ENSG00000122678
O75822	EIF3J	ENSG00000104131
P54851	EMP2	ENSG00000213853
P49770	EIF2B2	ENSG00000119718
Q96EB1	ELP4	ENSG00000109911
P15976	GATA1	ENSG00000102145
O60353	FZD6	ENSG00000164930
P04062	GBA	ENSG00000262446
P04062	GBA	ENSG00000177628
Q6ZNW5	GDPGP1	ENSG00000183208
Q9BZE0	GLIS2	ENSG00000274636
Q9BZE0	GLIS2	ENSG00000126603
P62879	GNB2	ENSG00000172354
Q9H0R8	GABARAPL1	ENSG00000139112
Q96CN9	GCC1	ENSG00000179562
P36915	GNL1	ENSG00000229470
P36915	GNL1	ENSG00000206412
P36915	GNL1	ENSG00000235986
P36915	GNL1	ENSG00000226882
P36915	GNL1	ENSG00000228581
P36915	GNL1	ENSG00000232143
P36915	GNL1	ENSG00000206492
P36915	GNL1	ENSG00000204590
P48169	GABRA4	ENSG00000109158
Q14409	GK3P	ENSG00000229894
Q9BXC1	GPR174	ENSG00000147138
