mature_id	gene_name	score
hsa-miR-203b-5p	DDX47	0.365
hsa-miR-203b-5p	RER1	0.164
hsa-miR-4317	NPHP1	0.09
hsa-miR-4317	DDX47	0.016
hsa-miR-4317	RER1	0.591
hsa-miR-3164	NPHP1	0.076
hsa-miR-3164	RER1	0.203
hsa-miR-365b-3p	RER1	0.338
hsa-miR-216a-5p	NPHP1	0.011
hsa-miR-3190-5p	RER1	0.498
hsa-miR-3190-5p	DDX47	0.376
hsa-miR-3190-5p	NPHP1	0.099
hsa-miR-6795-5p	RER1	0.026
hsa-miR-4467	RER1	0.234
hsa-miR-4467	DDX47	0.275
hsa-miR-4467	NPHP1	0.087
hsa-miR-6734-5p	RER1	0.09
hsa-miR-6734-5p	NPHP1	0.029
hsa-miR-4694-3p	RER1	0.242
hsa-miR-3144-5p	RER1	0.133
hsa-let-7d-3p	RER1	0.011
hsa-miR-520g-5p	NPHP1	0.055
hsa-miR-520g-5p	RER1	0.191
hsa-miR-7854-3p	NPHP1	0.139
hsa-miR-7854-3p	RER1	0.388
hsa-miR-3652	NPHP1	0.198
hsa-miR-3652	RER1	0.371
hsa-miR-3652	DDX47	0.367
hsa-miR-1275	NPHP1	1.011
hsa-miR-1275	RER1	0.908
hsa-miR-1275	DDX47	0.522
hsa-miR-500a-3p	RER1	0.078
hsa-miR-22-3p	NPHP1	0.144
hsa-miR-22-3p	RER1	0.107
hsa-miR-219a-2-3p	RER1	0.47
hsa-miR-219a-2-3p	DDX47	0.338
hsa-miR-570-5p	NPHP1	0.107
hsa-miR-570-5p	RER1	0.215
hsa-miR-570-5p	DDX47	0.397
hsa-miR-411-5p	NPHP1	0.042
hsa-miR-1288-5p	NPHP1	0.018
hsa-miR-1288-5p	RER1	0.056
hsa-miR-6884-3p	RER1	0.192
hsa-miR-891b	NPHP1	0.063
hsa-miR-3606-5p	NPHP1	0.303
hsa-miR-3606-5p	RER1	0.478
hsa-miR-3147	NPHP1	0.003
hsa-miR-4653-3p	DDX47	0.114
hsa-miR-4653-3p	NPHP1	0.077
hsa-miR-4653-3p	RER1	0.13
hsa-miR-5090	RER1	0.133
hsa-miR-365a-3p	RER1	0.338
hsa-miR-7154-3p	NPHP1	0.78
hsa-miR-7154-3p	RER1	0.63
hsa-miR-3179	NPHP1	0.024
hsa-miR-3179	RER1	0.022
hsa-miR-3179	DDX47	0.346
hsa-miR-6792-5p	RER1	0.182
hsa-miR-3152-5p	NPHP1	0.021
hsa-miR-744-3p	NPHP1	0.031
hsa-miR-744-3p	RER1	0.307
hsa-miR-138-2-3p	NPHP1	0.094
hsa-miR-138-2-3p	RER1	0.243
hsa-miR-8084	RER1	0.154
hsa-miR-5707	NPHP1	0.009
hsa-miR-8081	RER1	0.1
hsa-miR-8081	NPHP1	0.079
hsa-miR-502-3p	RER1	0.225
hsa-miR-3937	RER1	0.049
hsa-miR-3064-5p	RER1	0.402
hsa-miR-3064-5p	NPHP1	0.052
hsa-miR-509-3-5p	RER1	0.114
hsa-miR-509-3-5p	NPHP1	0.043
hsa-miR-509-3-5p	DDX47	0.114
hsa-miR-889-5p	NPHP1	0.112
hsa-miR-889-5p	RER1	0.383
hsa-miR-6745	NPHP1	0.169
hsa-miR-6745	RER1	0.3
hsa-miR-3918	NPHP1	0.132
hsa-miR-3918	RER1	0.22
hsa-miR-4755-5p	RER1	0.129
hsa-miR-4755-5p	NPHP1	0.033
hsa-miR-3619-3p	RER1	0.263
hsa-miR-500b-5p	RER1	0.478
hsa-miR-500b-5p	NPHP1	0.071
hsa-miR-192-3p	NPHP1	0.026
hsa-miR-4296	NPHP1	0.086
hsa-miR-4296	RER1	0.301
hsa-miR-517a-3p	RER1	0.186
hsa-miR-1233-5p	RER1	0.18
hsa-miR-1266-3p	NPHP1	0.121
hsa-miR-2114-5p	RER1	0.092
hsa-miR-222-5p	RER1	0.148
hsa-miR-222-5p	NPHP1	0.127
hsa-miR-542-3p	RER1	0.168
hsa-miR-542-3p	DDX47	0.016
hsa-miR-542-3p	NPHP1	0.206
hsa-miR-589-5p	NPHP1	0.021
hsa-miR-589-5p	RER1	0.206
hsa-miR-517b-3p	RER1	0.186
hsa-miR-548o-3p	RER1	0.078
hsa-miR-6766-5p	NPHP1	0.022
hsa-miR-181a-2-3p	RER1	0.095
hsa-miR-181a-2-3p	NPHP1	0.015
hsa-miR-6814-5p	NPHP1	0.017
hsa-miR-6814-5p	RER1	0.43
hsa-miR-4732-3p	NPHP1	0.088
hsa-miR-4732-3p	RER1	0.675
hsa-miR-4732-3p	DDX47	0.327
hsa-miR-335-3p	NPHP1	0.048
hsa-miR-335-3p	RER1	0.098
hsa-miR-27a-5p	NPHP1	0.213
hsa-miR-27a-5p	RER1	0.121
hsa-miR-875-5p	RER1	0.2
hsa-miR-942-3p	RER1	0.125
hsa-miR-942-3p	DDX47	0.013
hsa-miR-4269	NPHP1	0.147
hsa-miR-4269	RER1	0.358
hsa-miR-376a-2-5p	NPHP1	0.151
hsa-miR-376a-2-5p	RER1	0.193
hsa-miR-650	NPHP1	0.033
hsa-miR-650	RER1	0.164
hsa-miR-1245a	NPHP1	0.018
hsa-miR-1245a	RER1	0.688
hsa-miR-6884-5p	RER1	0.038
hsa-miR-6884-5p	NPHP1	0.044
hsa-miR-6884-5p	DDX47	0.06
hsa-miR-1184	RER1	0.142
hsa-miR-1184	NPHP1	0.004
hsa-miR-4256	RER1	0.321
hsa-miR-4256	NPHP1	0.105
hsa-miR-517-5p	DDX47	0.247
hsa-miR-4480	RER1	0.272
hsa-miR-4480	NPHP1	0.006
hsa-miR-4635	RER1	0.146
hsa-miR-4635	NPHP1	0.073
hsa-miR-4531	NPHP1	0.36
hsa-miR-4531	RER1	0.246
hsa-miR-6892-3p	NPHP1	0.356
hsa-miR-6892-3p	RER1	0.347
hsa-miR-4797-5p	DDX47	0.06
hsa-miR-4797-5p	NPHP1	0.201
hsa-miR-4797-5p	RER1	0.45
hsa-miR-18b-5p	RER1	0.026
hsa-miR-18a-5p	NPHP1	0.062
hsa-miR-4778-5p	RER1	0.315
hsa-miR-6507-3p	NPHP1	0.124
hsa-miR-378j	RER1	0.528
hsa-miR-378j	DDX47	1.147
hsa-miR-378j	NPHP1	0.112
hsa-miR-6839-5p	RER1	0.303
hsa-miR-6788-3p	RER1	0.194
hsa-miR-6788-3p	NPHP1	0.105
hsa-miR-337-5p	RER1	0.225
hsa-miR-4800-3p	RER1	0.444
hsa-miR-4800-3p	NPHP1	0.435
hsa-miR-374a-5p	NPHP1	0.094
hsa-miR-374a-5p	RER1	0.036
hsa-miR-6513-3p	DDX47	0.366
hsa-miR-6513-3p	RER1	0.327
hsa-miR-4524a-5p	RER1	0.09
hsa-miR-28-3p	RER1	0.189
hsa-miR-4640-5p	RER1	0.331
hsa-miR-4640-5p	NPHP1	0.02
hsa-miR-4640-5p	DDX47	0.397
hsa-miR-3611	NPHP1	0.217
hsa-miR-3611	RER1	0.01
hsa-miR-8070	RER1	0.426
hsa-miR-29b-2-5p	RER1	0.5
hsa-miR-29b-2-5p	NPHP1	0.07
hsa-miR-4727-3p	DDX47	0.117
hsa-miR-4727-3p	RER1	0.078
hsa-miR-4727-3p	NPHP1	0.067
hsa-miR-561-3p	DDX47	0.201
hsa-miR-514b-5p	NPHP1	0.218
hsa-miR-6516-5p	DDX47	0.352
hsa-miR-6516-5p	NPHP1	0.143
hsa-miR-6516-5p	RER1	0.188
hsa-miR-3607-3p	NPHP1	0.184
hsa-miR-3607-3p	RER1	0.429
hsa-miR-3146	NPHP1	0.003
hsa-miR-4707-3p	RER1	0.409
hsa-miR-6860	RER1	0.321
hsa-miR-6860	DDX47	0.265
hsa-miR-4267	NPHP1	0.123
hsa-miR-4267	RER1	0.511
hsa-miR-4267	DDX47	0.711
hsa-miR-4325	NPHP1	0.185
hsa-miR-4325	RER1	0.516
hsa-miR-4325	DDX47	0.409
hsa-miR-510-5p	RER1	0.186
hsa-miR-510-5p	NPHP1	0.097
hsa-miR-5587-3p	RER1	0.29
hsa-miR-4726-5p	RER1	0.206
hsa-miR-490-3p	RER1	0.082
hsa-miR-647	NPHP1	0.192
hsa-miR-647	RER1	0.257
hsa-miR-559	NPHP1	0.142
hsa-miR-559	RER1	0.266
hsa-miR-101-3p	RER1	0.154
hsa-miR-4644	RER1	0.109
hsa-miR-6716-5p	NPHP1	0.1
hsa-miR-6716-5p	RER1	0.124
hsa-miR-6716-5p	DDX47	0.312
hsa-miR-3134	NPHP1	0.01
hsa-miR-3134	RER1	0.056
hsa-miR-127-5p	RER1	0.028
hsa-miR-4663	RER1	0.016
hsa-miR-4663	NPHP1	0.031
hsa-miR-193b-3p	RER1	0.158
hsa-miR-6861-3p	RER1	0.568
hsa-miR-6861-3p	NPHP1	0.038
hsa-miR-4419a	NPHP1	0.543
hsa-miR-4419a	RER1	1.165
hsa-miR-6722-5p	NPHP1	0.088
hsa-miR-6722-5p	RER1	0.215
hsa-miR-6722-5p	DDX47	0.369
hsa-miR-7853-5p	RER1	0.062
hsa-miR-5194	NPHP1	0.144
hsa-miR-5194	RER1	0.257
hsa-miR-5194	DDX47	0.158
hsa-miR-520a-3p	RER1	0.038
hsa-miR-3192-5p	RER1	0.277
hsa-miR-3192-5p	NPHP1	0.242
hsa-miR-3192-5p	DDX47	0.041
hsa-miR-6836-3p	RER1	0.195
hsa-miR-6836-3p	NPHP1	0.257
hsa-miR-597-3p	NPHP1	0.003
hsa-miR-548x-5p	NPHP1	0.041
hsa-miR-6888-3p	RER1	0.425
hsa-miR-6888-3p	NPHP1	1.011
hsa-miR-6793-5p	RER1	0.09
hsa-miR-6793-5p	NPHP1	0.113
hsa-miR-1471	RER1	0.084
hsa-miR-5590-3p	NPHP1	0.076
hsa-miR-6825-5p	DDX47	0.622
hsa-miR-6825-5p	NPHP1	0.042
hsa-miR-6825-5p	RER1	0.366
hsa-miR-3934-5p	RER1	0.265
hsa-miR-3934-5p	NPHP1	0.053
hsa-miR-6508-5p	NPHP1	0.033
hsa-miR-6508-5p	RER1	0.151
hsa-miR-1238-3p	RER1	0.86
hsa-miR-598-3p	RER1	0.204
hsa-miR-598-3p	NPHP1	0.073
hsa-miR-6773-5p	RER1	0.097
hsa-miR-548an	NPHP1	0.004
hsa-miR-7157-3p	RER1	0.023
hsa-miR-4512	RER1	0.296
hsa-miR-6733-5p	RER1	0.048
hsa-miR-6733-5p	NPHP1	0.013
hsa-miR-6733-5p	DDX47	0.522
hsa-miR-6749-5p	RER1	0.146
hsa-miR-6749-5p	DDX47	1.104
hsa-miR-182-3p	RER1	0.175
hsa-miR-182-3p	NPHP1	0.031
hsa-miR-182-3p	DDX47	0.534
hsa-miR-625-3p	RER1	0.062
hsa-miR-625-3p	NPHP1	0.073
hsa-miR-616-5p	RER1	0.077
hsa-miR-138-5p	RER1	0.252
hsa-miR-4448	NPHP1	0.049
hsa-miR-4448	RER1	0.113
hsa-miR-4430	RER1	0.993
hsa-miR-4430	DDX47	1.545
hsa-miR-4430	NPHP1	0.312
hsa-miR-3117-3p	RER1	0.162
hsa-miR-3065-3p	RER1	0.085
hsa-miR-6852-3p	NPHP1	0.142
hsa-miR-6852-3p	RER1	1.038
hsa-miR-6852-3p	DDX47	1.333
hsa-miR-6505-5p	RER1	0.094
hsa-miR-6505-5p	NPHP1	0.019
hsa-miR-6505-5p	DDX47	0.509
hsa-miR-365a-5p	DDX47	0.206
hsa-miR-365a-5p	NPHP1	0.007
hsa-miR-365a-5p	RER1	0.096
hsa-miR-6816-3p	NPHP1	0.022
hsa-miR-6816-3p	RER1	0.121
hsa-miR-380-3p	NPHP1	0.011
hsa-miR-380-3p	RER1	0.095
hsa-miR-380-3p	DDX47	0.143
hsa-miR-539-3p	NPHP1	0.019
hsa-miR-4487	NPHP1	0.744
hsa-miR-4487	RER1	0.7
hsa-miR-4487	DDX47	0.219
hsa-miR-217	NPHP1	0.054
hsa-miR-217	RER1	0.077
hsa-miR-892b	RER1	0.162
hsa-miR-6805-5p	NPHP1	0.121
hsa-miR-6805-5p	RER1	0.295
hsa-miR-3942-5p	NPHP1	0.06
hsa-miR-3942-5p	RER1	0.053
hsa-miR-1245b-5p	NPHP1	0.153
hsa-miR-1245b-5p	RER1	0.366
hsa-let-7e-3p	NPHP1	0.057
hsa-miR-659-5p	RER1	0.016
hsa-miR-3191-5p	NPHP1	0.166
hsa-miR-3191-5p	RER1	0.574
hsa-miR-6886-3p	RER1	0.337
hsa-miR-6886-3p	NPHP1	0.058
hsa-miR-3180-3p	RER1	0.336
hsa-miR-3180-3p	NPHP1	0.322
hsa-miR-3180-3p	DDX47	0.188
hsa-miR-2467-5p	NPHP1	0.15
hsa-miR-2467-5p	RER1	0.056
hsa-miR-2467-5p	DDX47	0.041
hsa-miR-5688	RER1	0.071
hsa-miR-6872-3p	NPHP1	0.23
hsa-miR-6872-3p	RER1	0.306
hsa-miR-1288-3p	DDX47	0.159
hsa-miR-1288-3p	NPHP1	0.402
hsa-miR-1288-3p	RER1	0.296
hsa-miR-3679-5p	RER1	0.121
hsa-miR-4494	RER1	0.104
hsa-miR-4494	DDX47	0.298
hsa-miR-4494	NPHP1	0.447
hsa-miR-548c-5p	NPHP1	0.097
hsa-miR-548c-5p	DDX47	0.263
hsa-miR-128-1-5p	RER1	0.178
hsa-miR-128-1-5p	NPHP1	0.064
hsa-miR-7704	RER1	0.413
hsa-miR-664b-3p	RER1	0.247
hsa-miR-664b-3p	DDX47	0.465
hsa-miR-4697-3p	RER1	0.008
hsa-miR-4697-3p	NPHP1	0.003
hsa-miR-4458	DDX47	0.914
hsa-miR-4458	RER1	0.626
hsa-miR-4458	NPHP1	0.57
hsa-miR-196b-5p	NPHP1	0.059
hsa-miR-196b-5p	RER1	0.167
hsa-miR-3934-3p	NPHP1	0.115
hsa-miR-3934-3p	RER1	0.108
hsa-miR-219b-5p	NPHP1	0.171
hsa-miR-219b-5p	RER1	0.18
hsa-miR-4746-3p	RER1	0.615
hsa-miR-1266-5p	RER1	0.043
hsa-miR-6791-5p	RER1	0.168
hsa-miR-409-5p	RER1	0.002
hsa-miR-508-5p	DDX47	0.179
hsa-miR-508-5p	NPHP1	0.02
hsa-miR-508-5p	RER1	0.069
hsa-miR-3909	NPHP1	0.063
hsa-miR-3909	RER1	0.236
hsa-miR-4504	RER1	0.045
hsa-miR-6850-5p	RER1	0.141
hsa-miR-6850-5p	NPHP1	0.201
hsa-miR-6850-5p	DDX47	0.294
hsa-miR-3683	NPHP1	0.027
hsa-miR-3683	RER1	0.143
hsa-miR-587	RER1	0.116
hsa-miR-587	NPHP1	0.136
hsa-miR-587	DDX47	0.162
hsa-miR-4417	RER1	0.737
hsa-miR-4417	NPHP1	0.539
hsa-miR-4469	RER1	0.412
hsa-miR-6804-3p	NPHP1	0.055
hsa-miR-6804-3p	RER1	0.119
hsa-miR-510-3p	RER1	0.273
hsa-miR-624-5p	NPHP1	0.002
hsa-miR-548ap-5p	NPHP1	0.05
hsa-miR-548ap-5p	DDX47	0.705
hsa-miR-3151-3p	RER1	0.597
hsa-miR-3151-3p	NPHP1	0.034
hsa-miR-3151-3p	DDX47	0.485
hsa-miR-1304-5p	RER1	0.24
hsa-miR-193b-5p	NPHP1	0.009
hsa-miR-193b-5p	RER1	0.067
hsa-miR-193b-5p	DDX47	0.235
hsa-miR-6074	NPHP1	0.015
hsa-miR-6074	RER1	0.151
hsa-miR-7155-3p	NPHP1	0.172
hsa-miR-7155-3p	RER1	0.377
hsa-miR-7155-3p	DDX47	0.137
hsa-miR-550a-5p	RER1	0.013
hsa-miR-6510-5p	RER1	0.292
hsa-miR-6510-5p	NPHP1	0.077
hsa-miR-3605-5p	RER1	0.054
hsa-miR-1268b	RER1	0.373
hsa-miR-1268b	DDX47	0.392
hsa-miR-1268b	NPHP1	0.041
hsa-miR-6129	NPHP1	0.453
hsa-miR-6129	RER1	0.343
hsa-miR-215-3p	RER1	0.037
hsa-miR-215-3p	NPHP1	0.144
hsa-miR-30b-3p	NPHP1	0.113
hsa-miR-4687-3p	RER1	0.454
hsa-miR-4687-3p	NPHP1	0.232
hsa-miR-4794	NPHP1	0.021
hsa-miR-4794	RER1	0.119
hsa-miR-6727-3p	RER1	0.913
hsa-miR-6727-3p	NPHP1	0.114
hsa-miR-516a-5p	NPHP1	0.053
hsa-miR-516a-5p	RER1	0.075
hsa-miR-29b-3p	RER1	0.048
hsa-miR-29b-3p	NPHP1	0.061
hsa-miR-4713-3p	NPHP1	0.194
hsa-miR-4713-3p	RER1	0.223
hsa-miR-4713-3p	DDX47	0.718
hsa-miR-6755-3p	RER1	0.072
hsa-miR-4433b-5p	RER1	0.145
hsa-miR-4433b-5p	NPHP1	0.072
hsa-miR-4659b-3p	NPHP1	0.232
hsa-miR-8052	RER1	0.001
hsa-miR-8052	NPHP1	0.009
hsa-miR-6513-5p	RER1	0.021
hsa-miR-6872-5p	NPHP1	0.028
hsa-miR-6872-5p	RER1	0.238
hsa-miR-431-5p	DDX47	0.404
hsa-miR-431-5p	NPHP1	0.155
hsa-miR-431-5p	RER1	0.224
hsa-miR-6516-3p	NPHP1	0.012
hsa-miR-6516-3p	RER1	0.19
hsa-miR-200b-3p	RER1	0.22
hsa-miR-200b-3p	NPHP1	0.009
hsa-miR-548ar-5p	NPHP1	0.092
hsa-miR-548ar-5p	DDX47	0.471
hsa-miR-3201	RER1	0.758
hsa-miR-3201	DDX47	0.769
hsa-miR-3201	NPHP1	0.476
hsa-miR-6499-5p	RER1	0.146
hsa-miR-1305	NPHP1	0.012
hsa-miR-937-3p	NPHP1	0.056
hsa-miR-937-3p	RER1	0.242
hsa-miR-432-3p	RER1	0.157
hsa-miR-432-3p	DDX47	0.317
hsa-miR-432-3p	NPHP1	0.089
hsa-miR-6870-3p	NPHP1	0.041
hsa-miR-6870-3p	RER1	0.369
hsa-miR-6510-3p	RER1	0.403
hsa-miR-3660	NPHP1	0.151
hsa-miR-3660	RER1	0.85
hsa-miR-550b-3p	RER1	0.441
hsa-miR-550b-3p	NPHP1	0.084
hsa-miR-606	RER1	0.073
hsa-miR-606	NPHP1	0.208
hsa-miR-3180	RER1	0.739
hsa-miR-3180	NPHP1	0.364
hsa-miR-3180	DDX47	0.135
hsa-miR-519e-3p	NPHP1	0.083
hsa-miR-519e-3p	RER1	0.15
hsa-miR-519e-3p	DDX47	0.39
hsa-miR-151a-5p	DDX47	1.026
hsa-miR-151a-5p	RER1	0.243
hsa-miR-378g	RER1	0.539
hsa-miR-378g	DDX47	0.397
hsa-miR-378g	NPHP1	0.142
hsa-miR-29a-5p	RER1	0.015
hsa-miR-29a-5p	NPHP1	0.089
hsa-miR-29a-5p	DDX47	0.093
hsa-miR-6891-3p	RER1	0.189
hsa-miR-6891-3p	NPHP1	0.228
hsa-miR-6894-3p	NPHP1	0.029
hsa-miR-6894-3p	RER1	0.643
hsa-miR-518c-5p	NPHP1	0.006
hsa-miR-518c-5p	RER1	0.098
hsa-miR-646	NPHP1	0.137
hsa-miR-646	RER1	0.317
hsa-miR-646	DDX47	0.729
hsa-miR-4788	RER1	0.072
hsa-miR-4788	NPHP1	0.1
hsa-miR-590-5p	RER1	0.206
hsa-miR-590-5p	NPHP1	0.096
hsa-miR-4483	NPHP1	0.236
hsa-miR-4483	DDX47	1.445
hsa-miR-4483	RER1	0.833
hsa-miR-1281	RER1	1.142
hsa-miR-1281	NPHP1	0.268
hsa-miR-1281	DDX47	0.5
hsa-miR-5192	NPHP1	0.052
hsa-miR-5192	RER1	0.516
hsa-miR-3657	NPHP1	0.056
hsa-miR-3657	RER1	0.076
hsa-miR-148a-3p	NPHP1	0.035
hsa-miR-148a-3p	RER1	0.228
hsa-miR-4691-5p	RER1	0.246
hsa-miR-4691-5p	NPHP1	0.029
hsa-miR-3151-5p	NPHP1	0.163
hsa-miR-3151-5p	RER1	0.271
hsa-miR-8054	RER1	0.699
hsa-miR-8054	DDX47	0.659
hsa-miR-8054	NPHP1	0.035
hsa-miR-4482-3p	RER1	0.004
hsa-miR-412-5p	NPHP1	0.03
hsa-miR-412-5p	RER1	0.067
hsa-miR-6851-3p	NPHP1	0.043
hsa-miR-6851-3p	RER1	0.43
hsa-miR-6502-5p	RER1	0.386
hsa-miR-2113	RER1	0.193
hsa-miR-2113	DDX47	0.088
hsa-miR-2113	NPHP1	0.085
hsa-miR-6736-3p	NPHP1	0.058
hsa-miR-6736-3p	RER1	0.239
hsa-miR-3135a	DDX47	0.723
hsa-miR-3135a	RER1	0.194
hsa-miR-3135a	NPHP1	0.318
hsa-miR-324-3p	RER1	0.568
hsa-miR-324-3p	NPHP1	0.911
hsa-miR-324-3p	DDX47	0.058
hsa-miR-622	DDX47	0.966
hsa-miR-5571-3p	NPHP1	0.434
hsa-miR-5571-3p	RER1	0.909
hsa-miR-5571-3p	DDX47	0.648
hsa-miR-581	NPHP1	0.119
hsa-miR-581	RER1	0.409
hsa-miR-581	DDX47	0.148
hsa-miR-520g-3p	NPHP1	0.052
hsa-miR-520g-3p	DDX47	0.008
hsa-miR-1207-3p	NPHP1	0.473
hsa-miR-1207-3p	DDX47	0.199
hsa-miR-1207-3p	RER1	1.028
hsa-miR-506-3p	NPHP1	0.168
hsa-miR-506-3p	RER1	0.187
hsa-miR-6811-5p	RER1	0.135
hsa-miR-6811-5p	NPHP1	0.35
hsa-miR-6748-5p	NPHP1	0.359
hsa-miR-6748-5p	RER1	0.25
hsa-miR-1273h-3p	NPHP1	0.001
hsa-miR-1273h-3p	RER1	0.172
hsa-miR-31-3p	NPHP1	0.037
hsa-miR-31-3p	RER1	0.106
hsa-miR-676-5p	RER1	0.015
hsa-miR-676-5p	NPHP1	0.282
hsa-miR-2115-3p	RER1	0.028
hsa-miR-2115-3p	NPHP1	0.121
hsa-miR-7152-5p	RER1	0.276
hsa-miR-7152-5p	NPHP1	0.003
hsa-miR-4460	NPHP1	0.131
hsa-miR-5681a	RER1	0.087
hsa-miR-3974	RER1	0.046
hsa-miR-6083	NPHP1	0.053
hsa-miR-6083	RER1	0.098
hsa-miR-7156-5p	RER1	0.074
hsa-miR-7156-5p	NPHP1	0.069
hsa-miR-6802-3p	RER1	0.143
hsa-miR-6780a-5p	NPHP1	0.082
hsa-miR-6780a-5p	RER1	0.317
hsa-miR-484	NPHP1	0.028
hsa-miR-484	RER1	0.001
hsa-miR-382-3p	RER1	0.293
hsa-miR-382-3p	NPHP1	0.022
hsa-miR-4752	RER1	0.169
hsa-miR-4752	NPHP1	0.066
hsa-miR-4752	DDX47	0.358
hsa-miR-4701-5p	NPHP1	0.112
hsa-miR-4701-5p	RER1	0.093
hsa-miR-6848-5p	NPHP1	0.037
hsa-miR-6848-5p	RER1	0.223
hsa-miR-6848-5p	DDX47	0.437
hsa-miR-6724-5p	RER1	0.141
hsa-miR-124-3p	RER1	0.069
hsa-miR-124-3p	DDX47	0.944
hsa-miR-124-3p	NPHP1	0.024
hsa-miR-3923	NPHP1	0.107
hsa-miR-96-3p	RER1	0.342
hsa-miR-96-3p	NPHP1	0.145
hsa-miR-4441	NPHP1	0.566
hsa-miR-4441	RER1	0.512
hsa-miR-4535	NPHP1	0.318
hsa-miR-4535	RER1	1.144
hsa-miR-4535	DDX47	0.755
hsa-miR-6831-3p	NPHP1	0.054
hsa-miR-6831-3p	RER1	0.059
hsa-miR-6831-3p	DDX47	0.058
hsa-miR-4676-5p	NPHP1	0.166
hsa-miR-4676-5p	RER1	0.464
hsa-miR-1324	NPHP1	0.045
hsa-miR-320d	NPHP1	0.336
hsa-miR-526b-5p	NPHP1	0.03
hsa-miR-526b-5p	RER1	0.04
hsa-miR-3620-5p	RER1	0.243
hsa-miR-3620-5p	NPHP1	0.136
hsa-miR-3926	NPHP1	0.046
hsa-miR-3926	RER1	0.069
hsa-miR-3926	DDX47	0.192
hsa-miR-4688	RER1	0.137
hsa-miR-4688	NPHP1	0.011
hsa-miR-222-3p	NPHP1	0.064
hsa-miR-222-3p	RER1	0.193
hsa-miR-617	RER1	0.049
hsa-miR-617	NPHP1	0.074
hsa-miR-6865-3p	RER1	0.264
hsa-miR-6865-3p	NPHP1	0.134
hsa-miR-4285	DDX47	0.652
hsa-miR-4285	RER1	0.456
hsa-miR-1178-3p	NPHP1	0.022
hsa-miR-1178-3p	RER1	0.379
hsa-miR-4796-5p	NPHP1	0.065
hsa-miR-4796-5p	RER1	0.181
hsa-miR-1297	NPHP1	1.505
hsa-miR-1297	DDX47	2.319
hsa-miR-1297	RER1	0.733
hsa-miR-7852-3p	NPHP1	0.009
hsa-miR-1208	NPHP1	0.756
hsa-miR-1208	RER1	0.051
hsa-miR-1208	DDX47	0.55
hsa-miR-4522	RER1	0.036
hsa-miR-6784-3p	RER1	0.357
hsa-miR-6784-3p	NPHP1	0.013
hsa-miR-767-3p	NPHP1	0.054
hsa-miR-767-3p	RER1	0.057
hsa-miR-6771-5p	NPHP1	0.019
hsa-miR-6771-5p	RER1	0.28
hsa-miR-6771-5p	DDX47	0.175
hsa-miR-6875-3p	RER1	0.189
hsa-miR-6875-3p	NPHP1	0.011
hsa-miR-1253	NPHP1	0.029
hsa-miR-4764-5p	NPHP1	0.15
hsa-miR-4764-5p	RER1	0.194
hsa-miR-6789-3p	NPHP1	0.077
hsa-miR-6789-3p	RER1	0.291
hsa-miR-134-3p	RER1	0.137
hsa-miR-936	DDX47	0.489
hsa-miR-193a-3p	NPHP1	0.024
hsa-miR-6847-5p	RER1	0.106
hsa-miR-1199-5p	RER1	0.219
hsa-miR-4655-3p	RER1	0.333
hsa-miR-6833-3p	NPHP1	0.162
hsa-miR-6833-3p	RER1	0.25
hsa-miR-6833-3p	DDX47	0.453
hsa-miR-1277-3p	NPHP1	0.031
hsa-miR-4776-3p	NPHP1	0.037
hsa-miR-4776-3p	RER1	0.228
hsa-miR-1538	RER1	0.03
hsa-miR-3116	RER1	0.09
hsa-miR-3116	NPHP1	0.08
hsa-miR-3116	DDX47	0.083
hsa-miR-208a-3p	DDX47	0.165
hsa-miR-30c-2-3p	DDX47	0.528
hsa-miR-30c-2-3p	NPHP1	0.052
hsa-miR-30c-2-3p	RER1	0.428
hsa-miR-30e-3p	DDX47	0.216
hsa-miR-30e-3p	NPHP1	0.043
hsa-miR-30e-3p	RER1	0.21
hsa-miR-149-5p	NPHP1	0.019
hsa-miR-4646-5p	NPHP1	0.272
hsa-miR-4646-5p	RER1	0.142
hsa-miR-3198	NPHP1	0.215
hsa-miR-3198	RER1	0.358
hsa-miR-221-3p	RER1	0.212
hsa-miR-520f-5p	RER1	0.085
hsa-miR-4999-5p	NPHP1	0.263
hsa-miR-4999-5p	RER1	0.191
hsa-miR-4999-5p	DDX47	0.142
hsa-miR-20b-3p	RER1	0.134
hsa-miR-20b-3p	DDX47	0.343
hsa-miR-652-3p	NPHP1	0.05
hsa-miR-4737	NPHP1	0.269
hsa-miR-4737	DDX47	0.242
hsa-miR-4737	RER1	0.55
hsa-miR-3656	RER1	1.298
hsa-miR-3656	NPHP1	0.548
hsa-miR-498	NPHP1	0.002
hsa-miR-4734	RER1	0.422
hsa-miR-4734	NPHP1	0.25
hsa-miR-1469	RER1	0.198
hsa-miR-1469	NPHP1	0.03
hsa-miR-4490	RER1	0.113
hsa-miR-4490	NPHP1	0.11
hsa-miR-4260	RER1	0.574
hsa-miR-4260	NPHP1	0.18
hsa-miR-2115-5p	NPHP1	0.062
hsa-miR-5681b	NPHP1	0.267
hsa-miR-4662a-5p	NPHP1	0.07
hsa-miR-4662a-5p	DDX47	0.028
hsa-miR-633	NPHP1	0.063
hsa-miR-6084	RER1	0.665
hsa-miR-4471	DDX47	0.782
hsa-miR-4471	NPHP1	0.072
hsa-miR-4471	RER1	0.165
hsa-miR-212-3p	RER1	0.275
